image_name,image_mos
460.jpg,1.75
461.jpg,2.916666667
462.jpg,1.666666667
463.jpg,3.583333333
464.jpg,3.5
465.jpg,1.583333333
466.jpg,1.583333333
467.jpg,1.083333333
468.jpg,1.5
469.jpg,4.083333333
470.jpg,4
471.jpg,2.333333333
472.jpg,1.833333333
473.jpg,3.916666667
474.jpg,1.333333333
475.jpg,3.666666667
476.jpg,3.666666667
477.jpg,3.666666667
478.jpg,3.75
479.jpg,2.833333333
480.jpg,1.5
481.jpg,1.25
482.jpg,1.166666667
483.jpg,1.166666667
484.jpg,2.333333333
485.jpg,1.583333333
486.jpg,2.333333333
487.jpg,1.083333333
488.jpg,2.5
489.jpg,3.333333333
490.jpg,4.083333333
491.jpg,2.583333333
492.jpg,2.083333333
493.jpg,4.416666667
494.jpg,2.25
495.jpg,3.75
496.jpg,1.833333333
497.jpg,1.666666667
498.jpg,2.416666667
499.jpg,2.916666667
500.jpg,1.25
501.jpg,2.333333333
502.jpg,1.416666667
503.jpg,3.916666667
504.jpg,1.5
505.jpg,4.75
506.jpg,2.5
507.jpg,1.75
508.jpg,4.25
509.jpg,2.083333333
510.jpg,4.333333333
511.jpg,1.25
512.jpg,1.833333333
513.jpg,2.5
514.jpg,4.5
515.jpg,4.5
516.jpg,1.666666667
517.jpg,3.25
518.jpg,4.583333333
519.jpg,2.083333333
520.jpg,1.833333333
521.jpg,2.416666667
522.jpg,3.416666667
523.jpg,1.666666667
524.jpg,3.916666667
525.jpg,3.333333333
526.jpg,1.333333333
527.jpg,2
528.jpg,2.333333333
529.jpg,1.25
530.jpg,1.75
531.jpg,3.5
532.jpg,3.666666667
533.jpg,3.5
534.jpg,4.083333333
535.jpg,1.416666667
536.jpg,1.916666667
537.jpg,3.666666667
538.jpg,4.666666667
539.jpg,3.75
540.jpg,4.333333333
541.jpg,1.416666667
542.jpg,1.916666667
543.jpg,1.75
544.jpg,2.416666667
545.jpg,3.083333333
546.jpg,1.5
547.jpg,3.666666667
548.jpg,1.583333333
549.jpg,4
550.jpg,4.5
551.jpg,1.916666667
552.jpg,2.166666667
553.jpg,1.5
554.jpg,1.916666667
555.jpg,4.166666667
556.jpg,3.583333333
557.jpg,1.416666667
558.jpg,1.416666667
559.jpg,2.666666667
560.jpg,3.5
561.jpg,1.5
562.jpg,2.833333333
563.jpg,1.833333333
564.jpg,1.833333333
565.jpg,1.083333333
566.jpg,3.75
567.jpg,2.833333333
568.jpg,2.5
569.jpg,1.416666667
570.jpg,1.25
571.jpg,3.583333333
572.jpg,1.333333333
573.jpg,4.666666667
574.jpg,2.25
575.jpg,2.333333333
576.jpg,3
577.jpg,1.5
578.jpg,2.583333333
579.jpg,2.333333333
580.jpg,2.75
581.jpg,3.833333333
582.jpg,1.75
583.jpg,1.083333333
584.jpg,2.833333333
585.jpg,4.166666667
586.jpg,3.5
587.jpg,1.666666667
588.jpg,2.833333333
589.jpg,1.666666667
590.jpg,3.666666667
591.jpg,1.416666667
592.jpg,1.333333333
593.jpg,3.5
594.jpg,1.416666667
595.jpg,3.333333333
596.jpg,2.333333333
597.jpg,3.833333333
598.jpg,1.666666667
599.jpg,3.25
600.jpg,2.5
601.jpg,2.083333333
602.jpg,1.583333333
603.jpg,2.833333333
604.jpg,4.083333333
605.jpg,3.333333333
606.jpg,2.5
607.jpg,2.25
608.jpg,1.583333333
609.jpg,2.666666667
610.jpg,2.583333333
611.jpg,2.083333333
612.jpg,1.5
613.jpg,1.416666667
614.jpg,1.75
615.jpg,1.583333333
616.jpg,1.583333333
617.jpg,1.833333333
618.jpg,2.083333333
619.jpg,3.166666667
620.jpg,1.166666667
621.jpg,1.333333333
622.jpg,1.083333333
623.jpg,3
624.jpg,2.333333333
625.jpg,1.75
626.jpg,1.416666667
627.jpg,4
628.jpg,2.833333333
629.jpg,4.333333333
630.jpg,4.833333333
631.jpg,4.416666667
632.jpg,4.5
633.jpg,3.083333333
634.jpg,1.25
635.jpg,1.25
636.jpg,1.833333333
637.jpg,3.25
638.jpg,1.75
639.jpg,1.166666667
640.jpg,3.166666667
641.jpg,2
642.jpg,1.5
643.jpg,3.833333333
644.jpg,3.75
645.jpg,4.083333333
646.jpg,2
647.jpg,4.583333333
648.jpg,4.416666667
649.jpg,3.166666667
650.jpg,2.166666667
651.jpg,1.833333333
652.jpg,1.333333333
653.jpg,1.833333333
654.jpg,2.833333333
655.jpg,3.583333333
656.jpg,3.083333333
657.jpg,3.583333333
658.jpg,3.166666667
659.jpg,1.75
660.jpg,2.166666667
661.jpg,1.75
662.jpg,1.416666667
663.jpg,4.5
664.jpg,2.75
665.jpg,1.166666667
666.jpg,2.166666667
667.jpg,4.416666667
668.jpg,2.416666667
669.jpg,1.916666667
670.jpg,1.416666667
671.jpg,2.166666667
672.jpg,2.333333333
673.jpg,4.083333333
674.jpg,2.333333333
675.jpg,1.25
676.jpg,2.416666667
677.jpg,1.75
678.jpg,4.75
679.jpg,2.833333333
680.jpg,1.583333333
681.jpg,2
682.jpg,2.666666667
683.jpg,3.666666667
684.jpg,4
685.jpg,2.416666667
686.jpg,2.916666667
687.jpg,4.5
688.jpg,3.25
689.jpg,1.333333333
690.jpg,1.583333333
691.jpg,2.916666667
692.jpg,1.083333333
693.jpg,3.583333333
694.jpg,3.666666667
695.jpg,3.75
696.jpg,1.25
697.jpg,1.333333333
698.jpg,1.416666667
699.jpg,3.5
700.jpg,3.916666667
701.jpg,1.583333333
702.jpg,1.416666667
703.jpg,2.666666667
704.jpg,1.916666667
705.jpg,2.333333333
706.jpg,2.75
707.jpg,1.75
708.jpg,1.75
709.jpg,1.416666667
710.jpg,2.416666667
711.jpg,3.25
712.jpg,1.5
713.jpg,1.666666667
714.jpg,2.166666667
715.jpg,1.833333333
716.jpg,3.666666667
717.jpg,1.25
718.jpg,1.75
719.jpg,1.833333333
720.jpg,4.416666667
721.jpg,1.833333333
722.jpg,2.25
723.jpg,3
724.jpg,1.583333333
725.jpg,2.75
726.jpg,2.166666667
727.jpg,1.583333333
728.jpg,3.083333333
729.jpg,3.083333333
730.jpg,2.916666667
731.jpg,1.083333333
732.jpg,1.833333333
733.jpg,1.25
734.jpg,1.25
735.jpg,1.25
736.jpg,1.25
737.jpg,2.5
738.jpg,3.166666667
739.jpg,1.75
740.jpg,3
741.jpg,2.666666667
742.jpg,1.25
743.jpg,3.75
744.jpg,2.416666667
745.jpg,4.833333333
746.jpg,2.666666667
747.jpg,3.166666667
748.jpg,2.5
749.jpg,2
750.jpg,2.166666667
751.jpg,3.916666667
752.jpg,3
753.jpg,1.75
754.jpg,4.333333333
755.jpg,4.166666667
756.jpg,2.083333333
757.jpg,3.5
758.jpg,1.916666667
759.jpg,1.333333333
760.jpg,3.666666667
761.jpg,3.25
762.jpg,4.166666667
763.jpg,4.166666667
764.jpg,3.833333333
765.jpg,2.5
766.jpg,2
767.jpg,2.583333333
768.jpg,2.75
769.jpg,3.583333333
770.jpg,2.333333333
771.jpg,2.166666667
772.jpg,2.083333333
773.jpg,1.75
774.jpg,1.5
775.jpg,3.083333333
776.jpg,2.25
777.jpg,2.833333333
778.jpg,4.416666667
779.jpg,1.666666667
780.jpg,1.75
781.jpg,1.833333333
782.jpg,3.416666667
783.jpg,2.166666667
784.jpg,2.166666667
785.jpg,3.666666667
786.jpg,2
787.jpg,2.75
788.jpg,1.25
789.jpg,1.25
790.jpg,1.333333333
791.jpg,3.833333333
792.jpg,4.333333333
793.jpg,3.416666667
794.jpg,2.416666667
795.jpg,4.583333333
796.jpg,1.75
797.jpg,1.583333333
798.jpg,3.583333333
799.jpg,1.166666667
800.jpg,3.333333333
801.jpg,1.583333333
802.jpg,1.25
803.jpg,2.083333333
804.jpg,1.75
805.jpg,1.083333333
806.jpg,1.25
807.jpg,3.416666667
808.jpg,3.666666667
809.jpg,1.833333333
810.jpg,4.416666667
811.jpg,3.666666667
812.jpg,4
813.jpg,3.333333333
814.jpg,3.083333333
815.jpg,2.083333333
816.jpg,1.916666667
817.jpg,2.416666667
818.jpg,4.583333333
819.jpg,1.5
820.jpg,1.166666667
821.jpg,2.666666667
822.jpg,1.166666667
823.jpg,1.833333333
824.jpg,3.666666667
825.jpg,1.083333333
826.jpg,2.416666667
827.jpg,1.333333333
828.jpg,3.166666667
829.jpg,3.333333333
830.jpg,1.25
831.jpg,2.083333333
832.jpg,1.833333333
833.jpg,2.083333333
834.jpg,1.166666667
835.jpg,3.916666667
836.jpg,3
837.jpg,3.416666667
838.jpg,2.416666667
839.jpg,3.5
840.jpg,3.25
841.jpg,1.666666667
842.jpg,1.833333333
843.jpg,1.416666667
844.jpg,1.166666667
845.jpg,1.166666667
846.jpg,3.166666667
847.jpg,4.416666667
848.jpg,2.333333333
849.jpg,4
850.jpg,2.166666667
851.jpg,3.25
852.jpg,2.333333333
853.jpg,1.333333333
854.jpg,1.583333333
855.jpg,3.333333333
856.jpg,1.833333333
857.jpg,1.75
858.jpg,1.75
859.jpg,1.25
860.jpg,4.083333333
861.jpg,1.833333333
862.jpg,2.833333333
863.jpg,2.083333333
864.jpg,3.5
865.jpg,2.75
866.jpg,1.666666667
867.jpg,3.25
868.jpg,4.5
869.jpg,4.416666667
870.jpg,2.916666667
871.jpg,2.5
872.jpg,1.666666667
873.jpg,2.75
874.jpg,2.416666667
875.jpg,2.25
876.jpg,2.083333333
877.jpg,3.666666667
878.jpg,2.25
879.jpg,1.583333333
880.jpg,1.833333333
881.jpg,2.083333333
882.jpg,2.25
883.jpg,4.166666667
884.jpg,4.083333333
885.jpg,1.25
886.jpg,1.25
887.jpg,3.666666667
888.jpg,1.416666667
889.jpg,3.083333333
890.jpg,3.583333333
891.jpg,3.666666667
892.jpg,1.916666667
893.jpg,2.166666667
894.jpg,3
895.jpg,3.333333333
896.jpg,1.833333333
897.jpg,1.583333333
898.jpg,1.5
899.jpg,1.083333333
900.jpg,1.166666667
901.jpg,1.416666667
902.jpg,2.666666667
903.jpg,4.166666667
904.jpg,1.833333333
905.jpg,1.666666667
906.jpg,1.833333333
907.jpg,1.5
908.jpg,1.916666667
909.jpg,2
910.jpg,1.666666667
911.jpg,2.833333333
912.jpg,1.166666667
913.jpg,2.666666667
914.jpg,2.333333333
915.jpg,2.333333333
916.jpg,4.25
917.jpg,2.666666667
918.jpg,3.5
919.jpg,2.416666667
920.jpg,3.166666667
921.jpg,4.166666667
922.jpg,2.083333333
923.jpg,3.833333333
924.jpg,3.083333333
925.jpg,2.333333333
926.jpg,2.833333333
927.jpg,1.583333333
928.jpg,1.916666667
929.jpg,3.166666667
930.jpg,1.583333333
931.jpg,3.416666667
932.jpg,1.416666667
933.jpg,4.083333333
934.jpg,1.5
935.jpg,1.75
936.jpg,1.083333333
937.jpg,3.583333333
938.jpg,1.583333333
939.jpg,4
940.jpg,1.916666667
941.jpg,1.166666667
942.jpg,1.916666667
943.jpg,2.666666667
944.jpg,1.75
945.jpg,2.333333333
946.jpg,4.166666667
947.jpg,2.5
948.jpg,1.416666667
949.jpg,1.333333333
950.jpg,2.916666667
951.jpg,2.916666667
952.jpg,3.916666667
953.jpg,2.416666667
954.jpg,2
955.jpg,1.416666667
956.jpg,1.666666667
957.jpg,2.333333333
958.jpg,1.75
959.jpg,2.166666667
960.jpg,3.5
961.jpg,4.083333333
962.jpg,2.5
963.jpg,3.583333333
964.jpg,2.166666667
965.jpg,1.666666667
966.jpg,3.083333333
967.jpg,3.666666667
968.jpg,4.416666667
969.jpg,1.75
970.jpg,1.75
971.jpg,2.083333333
972.jpg,2.25
973.jpg,1.333333333
974.jpg,1.75
975.jpg,3
976.jpg,3.5
977.jpg,1.5
978.jpg,1.25
979.jpg,3.666666667
980.jpg,4.25
981.jpg,1.416666667
982.jpg,3.416666667
983.jpg,2.333333333
984.jpg,2.666666667
985.jpg,4.25
986.jpg,1.833333333
987.jpg,1.666666667
988.jpg,1.416666667
989.jpg,3.666666667
990.jpg,4
991.jpg,2.333333333
992.jpg,4.416666667
993.jpg,2.5
994.jpg,2.333333333
995.jpg,2.333333333
996.jpg,1.75
997.jpg,1.166666667
998.jpg,4
999.jpg,2.333333333
1000.jpg,1.583333333
1001.jpg,1.333333333
1002.jpg,1.666666667
1003.jpg,3.25
1004.jpg,3.916666667
1005.jpg,3.583333333
1006.jpg,2.416666667
1007.jpg,2.166666667
1008.jpg,1.333333333
1009.jpg,1.75
1010.jpg,2.666666667
1011.jpg,1.166666667
1012.jpg,1.916666667
1013.jpg,1.666666667
1014.jpg,3.916666667
1015.jpg,2
1016.jpg,2.583333333
1017.jpg,2
1018.jpg,2.333333333
1019.jpg,3.416666667
1020.jpg,2.166666667
1021.jpg,1.5
1022.jpg,1.083333333
1023.jpg,1.25
1024.jpg,3.666666667
1025.jpg,2.833333333
1026.jpg,4.083333333
1027.jpg,1.5
1028.jpg,1.75
1029.jpg,3.583333333
1030.jpg,1.583333333
1031.jpg,1.583333333
1032.jpg,2.666666667
1033.jpg,2.416666667
1034.jpg,3.916666667
1035.jpg,4.166666667
1036.jpg,1.833333333
1037.jpg,3.833333333
1038.jpg,4.333333333
1039.jpg,1.666666667
1040.jpg,1.5
1041.jpg,1.333333333
1042.jpg,3.5
1043.jpg,4.166666667
1044.jpg,2.75
1045.jpg,1.916666667
1046.jpg,1.916666667
1047.jpg,2.416666667
1048.jpg,1.416666667
1049.jpg,2.416666667
1050.jpg,3.25
1051.jpg,1.583333333
1052.jpg,1.833333333
1053.jpg,1.25
1054.jpg,1.416666667
1055.jpg,3.166666667
1056.jpg,1.5
1057.jpg,3.333333333
1058.jpg,2.333333333
1059.jpg,4.083333333
1060.jpg,1.333333333
1061.jpg,3.25
1062.jpg,3.333333333
1063.jpg,4.083333333
1064.jpg,1.666666667
1065.jpg,3.416666667
1066.jpg,1.416666667
1067.jpg,1.333333333
1068.jpg,1.75
1069.jpg,1.916666667
1070.jpg,4
1071.jpg,4.333333333
1072.jpg,1.416666667
1073.jpg,4.416666667
1074.jpg,1.166666667
1075.jpg,1.75
1076.jpg,2.333333333
1077.jpg,1.75
1078.jpg,2.25
1079.jpg,4
1080.jpg,1.5
1081.jpg,1.333333333
1082.jpg,1.666666667
1083.jpg,2
1084.jpg,4
1085.jpg,4.083333333
1086.jpg,3.666666667
1087.jpg,3.5
1088.jpg,3.916666667
1089.jpg,2.25
1090.jpg,2.333333333
1091.jpg,3.5
1092.jpg,4.083333333
1093.jpg,2.75
1094.jpg,3.5
1095.jpg,1.833333333
1096.jpg,1.5
1097.jpg,2.75
1098.jpg,1.416666667
1099.jpg,2.166666667
1100.jpg,1.416666667
1101.jpg,2.25
1102.jpg,1.166666667
1103.jpg,1.666666667
1104.jpg,3.416666667
1105.jpg,1.666666667
1106.jpg,2.75
1107.jpg,3.25
1108.jpg,2
1109.jpg,1.25
1110.jpg,3.916666667
1111.jpg,1.583333333
1112.jpg,4
1113.jpg,2.166666667
1114.jpg,1.583333333
1115.jpg,3.416666667
1116.jpg,1.916666667
1117.jpg,2.083333333
1118.jpg,2.166666667
1119.jpg,1.5
1120.jpg,3.5
1121.jpg,3.5
1122.jpg,1.75
1123.jpg,1.5
1124.jpg,1.416666667
1125.jpg,4.083333333
1126.jpg,2.333333333
1127.jpg,2.166666667
1128.jpg,1.583333333
1129.jpg,2.25
1130.jpg,2.166666667
1131.jpg,1.583333333
1132.jpg,2.083333333
1133.jpg,4.166666667
1134.jpg,2.083333333
1135.jpg,1.75
1136.jpg,1.333333333
1137.jpg,4
1138.jpg,4.166666667
1139.jpg,2.833333333
1140.jpg,2.5
1141.jpg,1.833333333
1142.jpg,1.916666667
1143.jpg,1.583333333
1144.jpg,3.5
1145.jpg,2.333333333
1146.jpg,3.083333333
1147.jpg,1.5
1148.jpg,1.833333333
1149.jpg,1.666666667
1150.jpg,3.416666667
1151.jpg,1.416666667
1152.jpg,1.75
1153.jpg,3.333333333
1154.jpg,1.25
1155.jpg,3.833333333
1156.jpg,2.583333333
1157.jpg,2.25
1158.jpg,2.416666667
1159.jpg,1.833333333
1160.jpg,3.333333333
1161.jpg,2.833333333
1162.jpg,1.75
1163.jpg,2
1164.jpg,2.5
1165.jpg,2.25
1166.jpg,1.333333333
1167.jpg,2
1168.jpg,1.333333333
1169.jpg,3.833333333
1170.jpg,1.583333333
1171.jpg,1.916666667
1172.jpg,2.666666667
1173.jpg,1.833333333
1174.jpg,3.333333333
1175.jpg,2
1176.jpg,2.25
1177.jpg,2.583333333
1178.jpg,1.666666667
1179.jpg,4
1180.jpg,3.75
1181.jpg,1.416666667
1182.jpg,2.416666667
1183.jpg,2.666666667
1184.jpg,2.333333333
1185.jpg,1.333333333
1186.jpg,1.583333333
1187.jpg,2
1188.jpg,4.25
1189.jpg,4.083333333
1190.jpg,2.333333333
1191.jpg,4.416666667
1192.jpg,2.583333333
1193.jpg,3.833333333
1194.jpg,4
1195.jpg,3.5
1196.jpg,1.25
1197.jpg,3.5
1198.jpg,1.75
1199.jpg,3.833333333
1200.jpg,1.583333333
1201.jpg,2.75
1202.jpg,3.916666667
1203.jpg,1.333333333
1204.jpg,2.25
1205.jpg,1.75
1206.jpg,1.416666667
1207.jpg,1.583333333
1208.jpg,1.916666667
1209.jpg,3.25
1210.jpg,3.166666667
1211.jpg,2
1212.jpg,2
1213.jpg,1.833333333
1214.jpg,1.833333333
1215.jpg,1.25
1216.jpg,2.25
1217.jpg,1.833333333
1218.jpg,1.416666667
1219.jpg,2.833333333
1220.jpg,2.833333333
1221.jpg,3.666666667
1222.jpg,3
